hitter_name,team,plate_appearances,games,composite_score,grade,tier,ops,woba,wrc_plus,xwoba,xba,xslg,hard_hit_pct,barrel_pct,k_bb_ratio,avg,hr,rbi,sb,strengths,weaknesses,score_breakdown,rank
Otto Lopez,MIA,498,120,57.3,C,Below Average,0.673,0.297,87,0.345,0.282,0.447,39.4,7.1,1.66,0.242,12,66,12,xwOBA: 0.345; xBA: 0.282; xSLG: 0.447,OPS: 0.673; wOBA: 0.297; wRC+: 87,"{'OPS': {'value': 0.673, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.297, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 87, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.345, 'percentile_score': 80, 'weight': 0.12, 'contribution': 9.6}, 'xBA': {'value': 0.282, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.447, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 39.4, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 7.1, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.66, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",148
Nathan Lukes,TOR,364,112,56.9,C,Below Average,0.736,0.321,105,0.313,0.257,0.381,33.9,4.6,1.42,0.256,10,55,2,K:BB: 1.42,xwOBA: 0.313; HardHit%: 33.9; Barrel%: 4.6,"{'OPS': {'value': 0.736, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.321, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 105, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.313, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.257, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.381, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 33.9, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 4.6, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 1.42, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",149
Edgar Quero,CHW,324,91,56.8,C,Below Average,0.722,0.32,104,0.301,0.247,0.362,47.9,4.2,2.08,0.281,4,35,0,HardHit%: 47.9,xwOBA: 0.301; xSLG: 0.362; Barrel%: 4.2,"{'OPS': {'value': 0.722, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.32, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 104, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.301, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.247, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.362, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 47.9, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 4.2, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 2.08, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",150
Ryan McMahon,- - -,516,132,56.6,C,Below Average,0.704,0.311,87,0.337,0.23,0.448,50.7,12.2,2.61,0.217,18,46,2,xSLG: 0.448; HardHit%: 50.7; Barrel%: 12.2,OPS: 0.704; wOBA: 0.311; wRC+: 87,"{'OPS': {'value': 0.704, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.311, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 87, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.337, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.23, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.448, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 50.7, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 12.2, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 2.61, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",151
Jordan Beck,COL,499,124,56.4,C,Below Average,0.767,0.334,100,0.315,0.243,0.412,38.8,9.6,3.71,0.269,14,44,14,Barrel%: 9.6,xwOBA: 0.315; K:BB: 3.71,"{'OPS': {'value': 0.767, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.334, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 100, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.315, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.243, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.412, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 38.8, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 9.6, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 3.71, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",152
Carlos Narvaez,BOS,380,99,55.8,C,Below Average,0.733,0.32,99,0.3,0.225,0.385,43.8,9.2,2.66,0.246,12,42,1,HardHit%: 43.8; Barrel%: 9.2,wRC+: 99; xwOBA: 0.3; xBA: 0.225,"{'OPS': {'value': 0.733, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.32, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 99, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.3, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.225, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'xSLG': {'value': 0.385, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 43.8, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 9.2, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.66, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",153
Christian Walker,HOU,550,131,55.8,C,Below Average,0.708,0.308,96,0.321,0.24,0.436,45.1,12.4,3.87,0.235,21,74,2,xSLG: 0.436; HardHit%: 45.1; Barrel%: 12.4,OPS: 0.708; wOBA: 0.308; wRC+: 96,"{'OPS': {'value': 0.708, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.308, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 96, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.321, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.24, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.436, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 45.1, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 12.4, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 3.87, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",154
Max Kepler,PHI,413,111,55.8,C,Below Average,0.674,0.294,85,0.338,0.254,0.445,45.4,11.0,1.77,0.213,14,43,2,xSLG: 0.445; HardHit%: 45.4; Barrel%: 11.0,OPS: 0.674; wOBA: 0.294; wRC+: 85,"{'OPS': {'value': 0.674, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.294, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 85, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.338, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.254, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.445, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 45.4, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 11.0, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 1.77, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",155
Sal Frelick,MIL,513,122,55.6,C,Below Average,0.771,0.339,119,0.311,0.272,0.358,27.399999999999995,3.0,1.7,0.298,10,53,18,wRC+: 119; xBA: 0.272; K:BB: 1.7,xwOBA: 0.311; xSLG: 0.358; HardHit%: 27.399999999999995,"{'OPS': {'value': 0.771, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.339, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 119, 'percentile_score': 80, 'weight': 0.15, 'contribution': 12.0}, 'xwOBA': {'value': 0.311, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.272, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.358, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 27.399999999999995, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 3.0, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 1.7, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",156
Adley Rutschman,BAL,348,85,55.5,C,Below Average,0.684,0.302,93,0.338,0.255,0.43,39.2,7.8,1.49,0.227,9,29,0,xSLG: 0.43; K:BB: 1.49,OPS: 0.684; wOBA: 0.302; wRC+: 93,"{'OPS': {'value': 0.684, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.302, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 93, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.338, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.255, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.43, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 39.2, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 7.8, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.49, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",157
Ty France,- - -,461,125,55.2,C,Below Average,0.695,0.309,96,0.339,0.267,0.44,43.4,7.9,3.48,0.26,7,50,1,xBA: 0.267; xSLG: 0.44; HardHit%: 43.4,OPS: 0.695; wOBA: 0.309; wRC+: 96,"{'OPS': {'value': 0.695, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.309, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 96, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.339, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.267, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.44, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 43.4, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 7.9, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 3.48, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",158
Lourdes Gurriel Jr.,ARI,546,129,55.0,C,Below Average,0.713,0.307,94,0.321,0.264,0.426,37.9,7.200000000000001,2.44,0.248,19,80,10,xBA: 0.264; xSLG: 0.426,OPS: 0.713; wOBA: 0.307; wRC+: 94,"{'OPS': {'value': 0.713, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.307, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 94, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.321, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.264, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.426, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 37.9, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 7.200000000000001, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 2.44, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",159
Jackson Holliday,BAL,561,129,54.8,C-,Below Average,0.696,0.307,96,0.328,0.257,0.431,41.5,8.7,2.77,0.245,15,51,14,xSLG: 0.431; HardHit%: 41.5; Barrel%: 8.7,OPS: 0.696; wOBA: 0.307; wRC+: 96,"{'OPS': {'value': 0.696, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.307, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 96, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.328, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.257, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.431, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 41.5, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 8.7, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.77, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",160
Brenton Doyle,COL,460,117,54.8,C-,Below Average,0.696,0.301,78,0.327,0.262,0.453,46.1,12.0,3.94,0.249,14,53,15,xBA: 0.262; xSLG: 0.453; HardHit%: 46.1,OPS: 0.696; wOBA: 0.301; wRC+: 78,"{'OPS': {'value': 0.696, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.301, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 78, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'xwOBA': {'value': 0.327, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.262, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.453, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 46.1, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 12.0, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'K:BB': {'value': 3.94, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",161
Andrew Benintendi,CHW,420,103,54.6,C-,Below Average,0.708,0.305,93,0.323,0.242,0.435,35.8,10.2,2.09,0.238,15,49,1,xSLG: 0.435; Barrel%: 10.2,OPS: 0.708; wOBA: 0.305; wRC+: 93,"{'OPS': {'value': 0.708, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.305, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 93, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.323, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.242, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.435, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 35.8, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 10.2, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 2.09, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",162
Alec Bohm,PHI,442,106,54.4,C-,Below Average,0.717,0.314,98,0.325,0.273,0.415,45.6,6.5,2.8,0.278,9,51,2,xBA: 0.273; HardHit%: 45.6,OPS: 0.717; wOBA: 0.314; wRC+: 98,"{'OPS': {'value': 0.717, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.314, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 98, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.325, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.273, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.415, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 45.6, 'percentile_score': 95, 'weight': 0.08, 'contribution': 7.6000000000000005}, 'Barrel%': {'value': 6.5, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 2.8, 'percentile_score': 40, 'weight': 0.07, 'contribution': 2.8000000000000003}}",163
J.P. Crawford,SEA,572,134,54.2,C-,Below Average,0.708,0.318,109,0.337,0.272,0.398,34.1,5.1,1.63,0.262,9,46,7,xBA: 0.272; K:BB: 1.63,OPS: 0.708; wOBA: 0.318; HardHit%: 34.1,"{'OPS': {'value': 0.708, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.318, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 109, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.337, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.272, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.398, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 34.1, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 5.1, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 1.63, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",164
Josh Smith,TEX,495,125,54.2,C-,Below Average,0.712,0.315,102,0.321,0.26,0.387,32.4,5.0,1.83,0.256,9,33,9,xBA: 0.26; K:BB: 1.83,OPS: 0.712; wOBA: 0.315; HardHit%: 32.4,"{'OPS': {'value': 0.712, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.315, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 102, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.321, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.26, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.387, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 32.4, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'Barrel%': {'value': 5.0, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 1.83, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",165
Gavin Lux,CIN,426,119,54.0,C-,Below Average,0.737,0.328,105,0.306,0.252,0.348,37.1,3.9,2.11,0.274,5,49,1,None identified,xwOBA: 0.306; xSLG: 0.348; Barrel%: 3.9,"{'OPS': {'value': 0.737, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wOBA': {'value': 0.328, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'wRC+': {'value': 105, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.306, 'percentile_score': 40, 'weight': 0.12, 'contribution': 4.8}, 'xBA': {'value': 0.252, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.348, 'percentile_score': 40, 'weight': 0.1, 'contribution': 4.0}, 'HardHit%': {'value': 37.1, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 3.9, 'percentile_score': 40, 'weight': 0.08, 'contribution': 3.2}, 'K:BB': {'value': 2.11, 'percentile_score': 60, 'weight': 0.07, 'contribution': 4.2}}",166
Nico Hoerner,CHC,542,132,53.6,C-,Below Average,0.716,0.315,103,0.32,0.291,0.387,29.7,2.4,1.22,0.289,5,54,23,xBA: 0.291; K:BB: 1.22,OPS: 0.716; wOBA: 0.315; HardHit%: 29.7,"{'OPS': {'value': 0.716, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.315, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 103, 'percentile_score': 60, 'weight': 0.15, 'contribution': 9.0}, 'xwOBA': {'value': 0.32, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.291, 'percentile_score': 95, 'weight': 0.1, 'contribution': 9.5}, 'xSLG': {'value': 0.387, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 29.7, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'Barrel%': {'value': 2.4, 'percentile_score': 20, 'weight': 0.08, 'contribution': 1.6}, 'K:BB': {'value': 1.22, 'percentile_score': 95, 'weight': 0.07, 'contribution': 6.65}}",167
Yainer Diaz,HOU,483,120,52.4,C-,Below Average,0.698,0.299,90,0.333,0.274,0.473,41.7,8.7,4.41,0.253,18,55,1,xBA: 0.274; xSLG: 0.473; HardHit%: 41.7,OPS: 0.698; wOBA: 0.299; wRC+: 90,"{'OPS': {'value': 0.698, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.299, 'percentile_score': 20, 'weight': 0.15, 'contribution': 3.0}, 'wRC+': {'value': 90, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.333, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.274, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'xSLG': {'value': 0.473, 'percentile_score': 80, 'weight': 0.1, 'contribution': 8.0}, 'HardHit%': {'value': 41.7, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'Barrel%': {'value': 8.7, 'percentile_score': 80, 'weight': 0.08, 'contribution': 6.4}, 'K:BB': {'value': 4.41, 'percentile_score': 20, 'weight': 0.07, 'contribution': 1.4000000000000001}}",168
Jonathan India,KCR,532,124,52.4,C-,Below Average,0.666,0.3,87,0.328,0.253,0.395,36.4,5.6,1.81,0.232,8,41,0,K:BB: 1.81,OPS: 0.666; wOBA: 0.3; wRC+: 87,"{'OPS': {'value': 0.666, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wOBA': {'value': 0.3, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'wRC+': {'value': 87, 'percentile_score': 40, 'weight': 0.15, 'contribution': 6.0}, 'xwOBA': {'value': 0.328, 'percentile_score': 60, 'weight': 0.12, 'contribution': 7.199999999999999}, 'xBA': {'value': 0.253, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'xSLG': {'value': 0.395, 'percentile_score': 60, 'weight': 0.1, 'contribution': 6.0}, 'HardHit%': {'value': 36.4, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'Barrel%': {'value': 5.6, 'percentile_score': 60, 'weight': 0.08, 'contribution': 4.8}, 'K:BB': {'value': 1.81, 'percentile_score': 80, 'weight': 0.07, 'contribution': 5.6000000000000005}}",169
